116,119,2,78,55,78,58,7,13,121,122,103,14,58,46,78,78,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,2,78,55,78,58,7,13,121,122,103,14,58,46,78,78,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,121,122,121,122,120,122,61,78,100,1,125,124,1,125,124,1,125,124,27,78,78,124,2,78,42,78,107,35,72,38,21,78,78,19,124,27,21,78,78,78,124,27,7,125,7,125,125,78,78,124,2,78,42,78,78,78,78,27,42,78,78,124,107,35,2,78,42,78,2,78,42,78,78,78,42,78,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,27,100,1,125,124,1,125,124,1,125,124,1,125,124,78,124,107,35,72,38,21,21,21,21,55,78,125,125,78,125,66,46,7,125,78,11,125,107,35,72,38,21,21,21,21,55,78,125,125,78,125,66,46,7,125,78,11,125,27,21,21,55,78,125,125,78,78,107,35,72,38,21,78,125,66,46,7,125,78,11,125,107,35,72,38,21,78,125,66,46,7,125,78,11,125,58,78,0
116,119,2,78,16,62,5,5,125,17,125,7,5,5,40,17,125,2,21,63,125,5,5,5,5,5,5,78,17,125,17,125,17,125,2,21,63,125,5,125,7,17,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,2,78,16,37,78,42,78,78,58,7,21,21,21,55,55,78,125,125,125,42,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,121,122,2,55,78,78,2,55,78,63,2,21,55,78,125,7,5,40,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,2,78,16,7,125,17,5,7,125,107,35,5,78,11,125,58,5,78,125,35,5,78,11,125,58,5,78,125,66,46,5,5,5,11,125,125,78,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,58,7,100,1,125,124,125,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,2,63,55,63,2,63,55,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,2,78,42,55,78,11,125,2,78,5,16,42,55,78,125,125,125,2,78,5,5,5,78,125,78,125,42,55,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,123,42,55,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,120,123,107,35,5,72,125,78,2,78,55,78,58,16,38,21,55,78,78,21,55,78,78,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,120,123,107,35,5,72,125,78,2,78,55,78,58,16,38,21,55,78,78,21,55,78,78,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,121,122,107,35,42,78,125,42,78,2,78,125,79,5,17,2,78,42,78,64,78,113,65,125,107,35,5,125,78,6,125,65,125,65,125,50,78,6,124,65,125,65,125,65,125,51,78,6,124,65,125,107,35,5,125,78,6,125,3,55,78,42,78,42,78,107,35,5,125,78,42,78,35,5,125,78,66,46,125,107,35,63,2,55,78,72,36,5,5,125,55,78,125,58,78,0,0,0
117,119,121,122,61,78,100,1,17,124,1,17,124,1,17,124,2,78,5,42,78,125,79,5,5,78,125,7,42,78,78,78,50,78,107,35,42,78,17,78,2,55,78,42,78,78,35,124,2,55,78,17,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,121,122,107,35,72,42,78,125,66,46,125,61,78,124,107,35,5,17,78,2,78,7,100,1,17,124,1,17,124,1,17,124,1,17,124,1,125,124,42,78,79,5,5,17,2,78,42,78,5,125,78,107,35,38,21,78,78,2,78,46,78,42,78,78,2,21,55,78,124,78,107,35,42,78,125,6,124,42,78,42,78,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,121,122,2,78,42,78,107,35,5,125,78,42,42,78,35,5,125,78,42,78,35,124,66,46,7,125,78,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,120,123,107,35,5,78,38,21,55,78,55,78,51,55,78,79,38,21,55,78,55,78,107,35,5,5,17,21,55,78,55,78,5,17,21,55,78,55,78,51,55,78,19,124,6,124,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,121,123,58,7,125,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,58,7,7,13,121,122,124,2,78,42,78,7,78,58,78,42,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,119,2,78,62,125,42,42,78,125,125,42,42,78,125,100,2,78,62,125,42,42,78,125,125,2,78,62,125,42,42,78,125,125,2,78,62,125,42,42,78,125,100,1,100,1,78,124,125,1,100,1,78,124,125,1,100,1,78,124,125,2,55,78,46,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,58,7,62,100,1,78,124,1,125,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,58,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,120,122,107,35,38,21,55,78,5,5,78,125,78,2,78,21,55,78,5,5,78,125,78,35,38,21,55,78,78,2,78,21,55,78,78,35,124,58,17,107,35,72,42,78,58,17,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,120,122,107,35,38,21,55,78,5,5,78,125,78,2,78,21,55,78,5,5,78,125,78,35,38,21,55,78,78,2,78,21,55,78,78,35,124,58,17,107,35,72,42,78,58,17,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,121,122,121,122,62,78,78,107,35,5,17,63,107,35,5,7,55,63,125,2,63,125,2,63,125,27,55,63,78,124,64,7,78,113,65,125,3,63,11,125,3,63,11,125,6,124,65,125,3,63,11,125,3,63,11,125,6,124,65,125,3,63,11,125,3,63,11,125,6,124,35,124,2,63,17,2,63,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,107,35,5,17,55,78,42,78,107,35,38,21,55,78,78,58,21,55,78,78,66,46,7,125,78,42,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,107,35,5,17,55,78,2,55,78,100,2,78,42,55,78,27,42,78,78,78,107,35,5,78,42,78,2,21,55,78,78,78,58,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,107,35,5,17,55,78,2,78,42,55,78,2,55,78,100,27,42,78,78,78,107,35,5,78,42,78,2,21,55,78,78,78,58,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,107,35,5,17,55,78,2,78,42,55,78,2,55,78,100,27,42,78,78,78,107,35,5,78,42,78,2,21,55,78,78,78,58,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,107,35,5,17,55,78,42,78,58,38,21,55,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,107,35,5,17,55,78,42,78,58,38,21,55,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,107,35,5,17,55,78,42,78,58,38,21,55,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,120,122,120,123,107,35,5,7,78,125,125,125,2,78,125,2,78,7,78,125,107,35,38,21,55,78,5,5,78,125,78,58,5,5,78,125,78,107,35,38,21,55,78,78,58,78,58,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,119,121,122,107,35,55,78,58,124,2,78,100,2,78,42,55,78,2,78,55,78,107,35,72,37,78,27,7,7,55,78,78,124,107,35,42,78,78,2,78,42,55,78,78,42,55,78,78,78,107,35,5,72,42,78,78,2,78,55,78,42,55,78,78,78,107,35,78,2,21,78,125,78,2,78,62,55,78,55,78,107,35,2,78,42,78,42,78,78,78,17,58,78,0,0,0,0,0,0
