2018-03-20 13:02:47.717554: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-03-20 13:02:47.989368: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla K40d major: 3 minor: 7 memoryClockRate(GHz): 0.915
pciBusID: 0000:85:00.0
totalMemory: 11.17GiB freeMemory: 11.09GiB
2018-03-20 13:02:47.989407: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla K40d, pci bus id: 0000:85:00.0, compute capability: 3.7)

*****************************************************
Dataset: code-fracz-573
Num hidden: 256, Steps: 20000, Display step: 200
*****************************************************


Dataset code-fracz-573-rest-of-data read success! Size: 200x18704 Test set: 2805
Dataset code-fracz-573 read success! Size: 200x1146 Test set: 171
1	0,7929	0,492	0,8055	0,509
200	0,7234	0,516	0,7116	0,515
400	0,7449	0,524	0,7266	0,532
600	0,7017	0,515	0,7044	0,515
800	0,7622	0,525	0,7479	0,520
1000	0,6996	0,533	0,7223	0,503
1200	0,6880	0,549	0,6844	0,544
1400	0,6996	0,542	0,6766	0,591
1600	0,7007	0,538	0,6902	0,550
1800	0,6975	0,542	0,6984	0,585
2000	0,6957	0,538	0,7098	0,550
2200	0,6902	0,553	0,6859	0,561
2400	0,7310	0,532	0,6938	0,550
2600	0,7223	0,527	0,7121	0,567
2800	0,7197	0,547	0,7179	0,532
3000	0,7082	0,553	0,7295	0,538
3200	0,6923	0,552	0,6745	0,579
3400	0,7532	0,534	0,7617	0,561
3600	0,7234	0,549	0,6921	0,573
3800	0,7171	0,539	0,7145	0,579
4000	0,7393	0,541	0,7412	0,561
4200	0,6986	0,560	0,6760	0,585
4400	0,7060	0,542	0,6934	0,585
4600	0,7249	0,554	0,6949	0,573
4800	0,7162	0,539	0,6953	0,561
5000	0,7105	0,547	0,7210	0,579
5200	0,7095	0,557	0,6871	0,608
5400	0,7290	0,555	0,6913	0,602
5600	0,7205	0,537	0,7027	0,556
5800	0,7386	0,553	0,6889	0,591
6000	0,7542	0,558	0,7531	0,561
6200	0,7270	0,556	0,7102	0,596
6400	0,7404	0,537	0,7332	0,567
6600	0,7526	0,552	0,7309	0,556
6800	0,7391	0,544	0,7085	0,579
7000	0,7638	0,534	0,7832	0,538
7200	0,7249	0,555	0,7166	0,573
7400	0,7429	0,551	0,7419	0,538
7600	0,7369	0,553	0,7364	0,556
7800	0,7878	0,543	0,7763	0,579
8000	0,7699	0,540	0,7831	0,567
8200	0,7507	0,550	0,7429	0,579
8400	0,7527	0,549	0,7510	0,556
8600	0,8319	0,542	0,8502	0,561
8800	0,7797	0,558	0,7550	0,556
9000	0,8924	0,559	0,8302	0,561
9200	0,7619	0,551	0,7572	0,596
9400	0,7746	0,556	0,7804	0,579
9600	0,7843	0,560	0,7875	0,544
9800	0,9945	0,545	0,9350	0,526
10000	0,8321	0,552	0,8226	0,497
10200	0,7812	0,550	0,7770	0,567
10400	0,7881	0,557	0,7933	0,550
10600	0,8060	0,559	0,7780	0,579
10800	0,9385	0,552	0,8769	0,520
11000	0,8925	0,538	0,9165	0,579
11200	0,8003	0,551	0,8117	0,561
11400	0,8071	0,557	0,8282	0,585
11600	0,8103	0,556	0,7917	0,579
11800	0,9021	0,542	0,9061	0,550
12000	0,8653	0,545	0,8986	0,509
12200	0,8370	0,547	0,8519	0,526
12400	0,8319	0,554	0,8732	0,591
12600	0,8396	0,556	0,8208	0,567
12800	0,9403	0,553	0,9531	0,550
13000	0,8892	0,552	0,9294	0,520
13200	0,9229	0,551	0,9844	0,509
13400	0,8615	0,550	0,9363	0,544
13600	0,8784	0,558	0,8490	0,591
13800	0,9499	0,541	0,9262	0,526
14000	0,9529	0,551	0,9583	0,532
14200	0,9155	0,559	0,9488	0,509
14400	0,9403	0,557	0,9502	0,520
14600	0,9214	0,560	0,8939	0,591
14800	0,9884	0,549	0,9148	0,556
15000	1,0442	0,548	1,0342	0,550
15200	0,9767	0,558	0,9657	0,538
15400	0,9619	0,551	0,9531	0,573
15600	0,9826	0,555	0,9339	0,573
15800	1,0531	0,551	0,9193	0,567
Now teaching with clever!
16000	1,0514	0,563	0,9708	0,532
16200	1,2733	0,541	1,0175	0,661
16400	1,4144	0,539	1,1717	0,626
16600	1,5409	0,532	1,2238	0,620
16800	1,5342	0,532	1,2533	0,620
17000	1,6501	0,532	1,2937	0,614
17200	1,6207	0,531	1,3093	0,620
17400	1,6628	0,530	1,3376	0,608
17600	1,6488	0,529	1,3552	0,614
17800	1,7272	0,530	1,3727	0,614
18000	1,7007	0,526	1,3788	0,614
18200	1,8017	0,528	1,4110	0,602
18400	1,7665	0,529	1,4126	0,614
18600	1,9773	0,530	1,4531	0,602
18800	1,7841	0,527	1,4452	0,614
19000	1,8010	0,518	1,4831	0,608
19200	1,7755	0,528	1,4837	0,602
19400	2,1149	0,523	1,5467	0,596
19600	1,8075	0,525	1,5125	0,608
19800	2,0623	0,528	1,5446	0,579
20000	1,9538	0,528	1,5221	0,585
/net/people/plgfracz/quality/venv/lib/python3.6/importlib/_bootstrap.py:205: RuntimeWarning: compiletime version 3.5 of module 'tensorflow.python.framework.fast_tensor_util' does not match runtime version 3.6
  return f(*args, **kwds)
Optimization Finished!
