2018-09-01 22:22:54.013183: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-09-01 22:22:54.263676: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla K40d major: 3 minor: 7 memoryClockRate(GHz): 0.915
pciBusID: 0000:81:00.0
totalMemory: 11.17GiB freeMemory: 11.09GiB
2018-09-01 22:22:54.263718: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla K40d, pci bus id: 0000:81:00.0, compute capability: 3.7)

*****************************************************
Dataset: code-fracz-645
Num hidden: 256, Steps: 50000, Display step: 200
*****************************************************


Dataset code-fracz-645-rest-of-data read success! Size: 200x17264 Test set: 2589
Dataset code-fracz-645 read success! Size: 200x1290 Test set: 193
1	1,2168	0,497	0,1806	0,995
200	0,7063	0,526	0,5587	0,793
400	0,7848	0,513	0,3461	0,943
600	0,7320	0,532	0,4272	0,922
800	0,7243	0,534	0,4529	0,886
1000	0,6874	0,548	0,6222	0,653
1200	0,6894	0,542	0,7185	0,503
1400	0,6946	0,553	0,6786	0,560
1600	0,6930	0,550	0,5628	0,736
1800	0,6890	0,556	0,6761	0,622
2000	0,7894	0,536	0,2987	0,959
2200	0,6907	0,548	0,7451	0,477
2400	0,6889	0,544	0,6977	0,539
2600	0,6932	0,552	0,5639	0,715
2800	0,6915	0,545	0,6192	0,684
3000	0,6921	0,548	0,6082	0,674
3200	0,6943	0,554	0,7247	0,513
3400	0,6912	0,552	0,5816	0,720
3600	0,6934	0,544	0,5724	0,710
3800	0,7184	0,533	0,8517	0,389
4000	0,7227	0,538	0,8778	0,373
4200	0,7011	0,538	0,6344	0,622
4400	0,7088	0,539	0,4650	0,834
4600	0,7057	0,550	0,5659	0,731
4800	0,7127	0,555	0,7862	0,513
5000	0,7142	0,556	0,5137	0,782
5200	0,7223	0,548	0,7998	0,487
5400	0,7389	0,560	0,4668	0,782
5600	0,7144	0,549	0,6631	0,622
5800	0,7132	0,547	0,6791	0,596
6000	0,7426	0,555	0,7694	0,508
6200	0,7287	0,549	0,5591	0,699
6400	0,7326	0,551	0,7792	0,539
6600	0,7874	0,553	0,3391	0,896
6800	0,7516	0,553	0,8448	0,435
7000	0,7324	0,553	0,6751	0,627
7200	0,7398	0,559	0,5325	0,751
7400	0,7379	0,563	0,5674	0,731
7600	0,7414	0,555	0,6464	0,658
7800	0,7476	0,556	0,7079	0,591
8000	0,7473	0,562	0,6277	0,622
8200	0,7641	0,554	0,6996	0,617
8400	0,8199	0,548	0,9505	0,404
8600	0,8056	0,558	0,9981	0,399
8800	0,7688	0,563	0,5466	0,731
9000	0,8014	0,552	0,3980	0,845
9200	0,7813	0,552	0,5575	0,710
9400	0,7927	0,555	0,7793	0,554
9600	0,7897	0,555	0,5321	0,720
9800	0,8213	0,552	0,8071	0,534
10000	0,8309	0,567	0,5079	0,741
10200	0,8069	0,561	0,7475	0,565
10400	0,8033	0,567	0,6145	0,668
10600	0,8273	0,565	0,7988	0,513
10800	0,8900	0,552	0,3688	0,845
11000	0,9437	0,552	1,1726	0,358
11200	1,1011	0,548	0,1869	0,948
11400	0,8527	0,568	0,6122	0,705
11600	0,8924	0,559	0,4260	0,793
11800	0,8870	0,564	0,4114	0,803
12000	1,1204	0,542	1,6283	0,218
12200	0,8739	0,558	0,6889	0,611
12400	0,8622	0,558	0,6541	0,663
12600	0,8836	0,564	0,4662	0,793
12800	0,9063	0,564	0,7626	0,606
13000	0,9464	0,552	0,9057	0,554
13200	0,9089	0,572	0,6106	0,689
13400	0,9145	0,568	0,6538	0,679
13600	0,9490	0,557	0,3684	0,824
13800	0,9029	0,571	0,5935	0,689
14000	0,9234	0,566	0,4904	0,782
14200	1,0734	0,559	1,1884	0,446
14400	0,9842	0,562	1,0227	0,492
14600	0,9302	0,562	0,8502	0,560
14800	0,9613	0,570	0,5282	0,746
15000	1,0712	0,567	0,3648	0,767
15200	1,0131	0,567	0,4080	0,813
15400	0,9615	0,580	0,6321	0,674
15600	1,2418	0,546	1,6280	0,316
15800	1,0442	0,565	1,0802	0,513
16000	1,0250	0,568	0,6049	0,684
16200	1,1113	0,568	0,3957	0,798
16400	1,2058	0,561	0,3439	0,819
16600	1,0368	0,577	1,0533	0,528
16800	1,0186	0,578	0,8695	0,601
17000	1,3208	0,554	1,6533	0,347
17200	1,2077	0,553	1,3991	0,451
17400	1,0326	0,567	0,7481	0,637
17600	1,0187	0,577	0,7527	0,684
17800	1,0179	0,579	0,7215	0,689
18000	1,0466	0,580	0,7185	0,653
18200	1,0187	0,581	0,6481	0,699
18400	1,0623	0,577	0,5861	0,725
18600	1,0651	0,579	0,6600	0,674
18800	1,0956	0,547	0,9143	0,637
19000	1,0934	0,571	0,8020	0,674
19200	1,0960	0,563	1,1408	0,508
19400	1,1067	0,577	0,7886	0,689
19600	1,1159	0,592	0,8302	0,642
19800	1,2804	0,567	0,3502	0,819
20000	1,1346	0,585	0,4715	0,803
20200	1,1531	0,569	1,1051	0,554
20400	1,1442	0,587	0,9477	0,591
20600	1,1330	0,577	0,6695	0,694
20800	1,1382	0,570	0,6642	0,756
21000	1,1977	0,576	0,6554	0,756
21200	1,2323	0,589	0,4393	0,793
21400	1,1459	0,576	0,6986	0,751
21600	1,2041	0,568	1,0864	0,611
21800	1,2864	0,565	1,3457	0,518
22000	1,3008	0,567	1,3954	0,492
22200	1,2333	0,570	0,6021	0,751
22400	1,3021	0,577	1,3681	0,497
22600	1,2083	0,572	0,9166	0,632
22800	1,2293	0,574	1,1687	0,596
23000	1,1847	0,565	0,6587	0,762
23200	1,2652	0,577	0,6339	0,756
23400	1,2553	0,564	0,6303	0,751
23600	1,2835	0,564	1,1342	0,554
23800	1,2798	0,571	0,6810	0,731
24000	1,2985	0,578	1,2253	0,523
24200	1,2518	0,576	0,8552	0,715
24400	1,3248	0,571	0,4394	0,839
24600	1,4505	0,562	1,4047	0,518
24800	1,3155	0,564	0,4995	0,782
25000	1,2747	0,562	0,9674	0,611
25200	1,3045	0,569	0,7364	0,741
25400	1,3390	0,562	0,6780	0,746
25600	1,2989	0,562	0,7720	0,751
25800	1,5272	0,563	1,8503	0,451
26000	1,2950	0,567	0,7766	0,689
26200	1,2964	0,557	0,9308	0,637
26400	1,3134	0,568	0,7024	0,699
26600	1,3231	0,575	0,8804	0,694
26800	1,3656	0,565	0,7609	0,705
27000	1,6154	0,553	2,0169	0,446
27200	1,3316	0,567	0,8502	0,663
27400	1,3913	0,571	0,5119	0,767
27600	1,4488	0,559	0,3294	0,876
27800	1,3592	0,569	0,7727	0,720
28000	1,5360	0,566	0,3652	0,834
28200	1,4057	0,580	1,2520	0,575
28400	1,4166	0,569	0,6828	0,725
28600	1,4041	0,569	0,5450	0,777
28800	1,4028	0,569	1,2572	0,570
29000	1,3879	0,564	0,9833	0,663
29200	1,4589	0,564	0,4866	0,793
29400	1,4088	0,564	1,1623	0,627
29600	1,4187	0,574	0,9209	0,642
29800	1,4276	0,564	1,1249	0,596
30000	1,3860	0,575	0,9059	0,679
30200	1,4309	0,569	0,9057	0,689
30400	1,4037	0,581	0,9680	0,674
30600	1,4303	0,565	0,9033	0,684
30800	1,4121	0,570	1,0464	0,648
31000	1,3897	0,563	0,9052	0,674
31200	1,4351	0,559	0,9250	0,653
31400	1,5358	0,565	0,5145	0,798
31600	1,4312	0,573	1,1083	0,632
31800	1,4194	0,579	0,8136	0,710
32000	1,4291	0,577	0,8433	0,710
32200	1,5533	0,562	0,4357	0,845
32400	1,4894	0,556	1,0147	0,617
32600	1,4850	0,562	0,6943	0,699
32800	1,4962	0,552	0,8840	0,689
33000	1,4094	0,565	0,8544	0,689
33200	1,4503	0,569	0,6861	0,762
33400	1,4537	0,576	1,0270	0,648
33600	1,5067	0,564	0,7418	0,720
33800	1,5313	0,574	1,3736	0,549
34000	1,4874	0,569	1,0094	0,642
34200	1,4842	0,571	0,9549	0,642
34400	1,4300	0,560	0,8518	0,731
34600	1,4603	0,565	0,9881	0,684
34800	1,4311	0,573	0,9400	0,689
35000	1,5007	0,570	1,2294	0,596
35200	1,5008	0,567	0,8193	0,741
35400	1,5305	0,572	1,1511	0,632
35600	1,5061	0,579	0,8077	0,705
35800	1,5190	0,556	1,0661	0,642
36000	1,4905	0,569	0,7456	0,731
36200	1,4262	0,582	1,0057	0,689
36400	1,5521	0,557	0,6725	0,756
