2017-11-21 00:28:35.862945: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2017-11-21 00:28:36.062210: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla K40d major: 3 minor: 7 memoryClockRate(GHz): 0.915
pciBusID: 0000:81:00.0
totalMemory: 11.17GiB freeMemory: 11.10GiB
2017-11-21 00:28:36.062244: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla K40d, pci bus id: 0000:81:00.0, compute capability: 3.7)

*****************************************************
Dataset: 200-diff10to50-java
Num hidden: 256, Steps: 50000, Display step: 200
*****************************************************


Dataset read success! Size: 200x50850
1	0,8481	0,498
200	0,7498	0,516
400	0,7056	0,528
600	0,7218	0,515
800	0,7061	0,520
1000	0,7201	0,519
1200	0,6968	0,532
1400	0,6948	0,531
1600	0,7019	0,533
1800	0,7025	0,525
2000	0,7016	0,527
2200	0,7320	0,530
2400	0,7130	0,522
2600	0,6954	0,536
2800	0,6891	0,536
3000	0,7066	0,524
3200	0,6918	0,535
3400	0,7127	0,528
3600	0,6922	0,527
3800	0,6960	0,534
4000	0,7380	0,523
4200	0,7214	0,522
4400	0,6896	0,538
4600	0,7515	0,519
4800	0,6930	0,534
5000	0,7026	0,537
5200	0,6951	0,540
5400	0,7069	0,524
5600	0,6930	0,534
5800	0,6962	0,534
6000	0,7052	0,529
6200	0,7009	0,533
6400	0,6932	0,544
6600	0,7354	0,534
6800	0,7352	0,532
7000	0,6916	0,533
7200	0,6972	0,530
7400	0,6999	0,542
7600	0,7395	0,525
7800	0,7286	0,523
8000	0,6998	0,537
8200	0,7086	0,531
8400	0,7085	0,532
8600	0,6976	0,538
8800	0,7026	0,530
9000	0,6976	0,533
9200	0,6974	0,532
9400	0,6960	0,534
9600	0,7153	0,528
9800	0,6953	0,532
10000	0,6975	0,532
10200	0,7180	0,536
10400	0,6997	0,537
10600	0,7021	0,529
10800	0,7566	0,528
11000	0,8216	0,527
11200	0,7040	0,533
11400	0,7022	0,535
11600	0,7024	0,528
11800	0,7009	0,537
12000	0,7240	0,534
12200	0,7051	0,522
12400	0,7024	0,536
12600	0,7182	0,533
12800	0,7215	0,530
13000	0,7172	0,532
13200	0,7229	0,531
13400	0,7296	0,532
13600	0,7064	0,532
13800	0,7060	0,535
14000	0,7069	0,538
14200	0,7411	0,527
14400	0,7208	0,532
14600	0,7235	0,520
14800	0,7080	0,535
15000	0,7211	0,532
15200	0,7315	0,540
